25  5  1
25  6  1.62478
25  7  1.76892
25  8  1.9067
25  9  2
25  10  2
25  11  2
25  12  2
25  13  2
25  14  2
25  15  2
25  16  2
25  17  2
25  18  2
25  19  2
25  20  2
25  21  2
25  22  1.9067
25  23  1.76892
25  24  1.62478
25  25  1
25  26  1
25  27  1
25  28  1
25  29  0.914271

26  1  0.600719
26  2  0.687545
26  3  0.77909
26  4  0.874041
26  5  0.970806
26  6  1
26  7  1
26  8  1
26  9  1
26  10  1
26  11  1
26  12  1.53016
26  13  1.5689
26  14  1.59261
26  15  1.60059
26  16  1.59261
26  17  1.5689
26  18  1.53016
26  19  1
26  20  1
26  21  1
26  22  1
26  23  1
26  24  1
26  25  0.970806
26  26  0.874041
26  27  0.77909
26  28  0.687545
26  29  0.600719

27  1  0
27  2  0
27  3  0
27  4  0.551768
27  5  0.612854
27  6  0.673931
27  7  0.73372
27  8  0.790865
27  9  0.843979
27  10  0.891698
27  11  0.932741
27  12  0.965964
27  13  0.990418
27  14  1
27  15  1
27  16  1
27  17  0.990418
27  18  0.965964
27  19  0.932741
27  20  0.891698
27  21  0.843979
27  22  0.790865
27  23  0.73372
27  24  0.673931
27  25  0.612854
27  26  0.551768
27  27  0
27  28  0
27  29  0

28  1  0
28  2  0
28  3  0
28  4  0
28  5  0
28  6  0
28  7  0
28  8  0
28  9  0.511899
28  10  0.540842
28  11  0.565736
28  12  0.585887
28  13  0.600719
28  14  0.609798
28  15  0.612854
28  16  0.609798
28  17  0.600719
28  18  0.585887
28  19  0.565736
28  20  0.540842
28  21  0.511899
28  22  0
28  23  0
28  24  0
28  25  0
28  26  0
28  27  0
28  28  0
28  29  0

29  1  0
29  2  0
29  3  0
29  4  0
29  5  0
29  6  0
29  7  0
29  8  0
29  9  0
29  10  0
29  11  0
29  12  0
29  13  0
29  14  0
29  15  0
29  16  0
29  17  0
29  18  0
29  19  0
29  20  0
29  21  0
29  22  0
29  23  0
29  24  0
29  25  0
29  26  0
29  27  0
29  28  0
29  29  0

